Street;Number
A BUSTAMANTE;9
ALBERT EINSTEIN;1653
PJE LORENZO WINTER;303
ROSA DE WILSON;2360
AYOHUMA;2191
CRISTOBAL COLON;1817
AFRICA;1512
ALBERT EINSTEIN;2028
BENITO QUINQUELA MARTIN;622
AFRICA;1336
LAS HERAS;2440
ANGEL CARNOTA;1227
LEZCANO MAESTRO;937
A FADUL LAVAQUE;1251
FACON GRANDE;896
ANGEL CARNOTA;709
PUEYRREDON;2707
ANTARTIDA ARGENTINA;2083
FARO PINGUINO;1601
ANTONIO MANZONI;2909
MANUEL ESTRADA;1699
BERNARDINO RIVADAVIA;2992
FASIOLI;2698
ALBERTO GINASTERA;2432
RAMON SANTOS;2981
COMODORO PY;2634
LAS HERAS;1083
MANUEL ESTRADA;1365
BELL GRAHAM;1476
ANTONIO SOTO;1772
FACON GRANDE;25
ANTONIO RIVERO;1519
ADOLFO IGLESIAS;1157
CALLE S N;2575
JOSE BACH;995
GDOR GREGORES;1280
AMERICA;1618
DR AMERICO TOSELLO;783
PJE RVDO PDRE TARCISIO FANTIN;86
ALFRED NOBEL;2423
VAPOR LOIRE;139
ALFRED NOBEL;1708
BONIFACIO CAMPOS;1691
ANTONIO BALADO;1485
FARO PINGUINO;1564
BENIGNO LAGO;518
GDOR PARADELO;1055
PJE S N;2097
13 DE JULIO;713
BENITO PEREZ GALDOS;2819
CACIQUE IBANEZ RUFINO;2236
PICO TRUNCADO;869
LOS FERROVIARIOS;1117
A SUREDA;1045
BATALLA DE PUERTO ARGENTINO;698
IGR BRIANO;2196
AGUSTIN BORGHIALE;1418
ESPANA;2509
PREFECTURA NAVAL ARGENTINA;1415
AFRICA;645
IGR BRIANO;110
ALBERTO GRILLO;656
CRUZ DEL SUR;1947
ROSA DE WILSON;916
AV PRES NESTOR C KIRCHNER;1530
CMTE LUIS PIEDRABUENA;2499
CACIQUE YATEL;880
A BUSTAMANTE;2960
RIO COLORADO;493
CHALTEN;367
FARO PINGUINO;8
PJE S N;1936
CACHO VASQUEZ;1474
CRUZ DEL SUR;1869
AFRICA;2080
RUTA NAC N 281;1273
BERNARDINO RIVADAVIA;1375
ARISTIZABAL;2326
ANGEL VICENTE PENALOZA;926
19 DE DICIEMBRE;2904
BARTOLOME PEREZ;1186
GDOR RAMON LISTA;1211
LOS FERROVIARIOS;2241
GDOR GREGORES;2916
ARTURO W FENTON;1595
ABUELA PAREDES;393
LAGO DEL DESIERTO;2823
RAMIRO RAMOS;1326
PUEYRREDON;1914
BUENOS AIRES;1512
RAMIRO RAMOS;202
CABO BUEN TIEMPO;2411
FORTIN SAN CARLOS;576
ANTONIO ALVAREZ JONTE;1023
RIO TURBIO;1605
PUERTO ARGENTINO;226
VENEZUELA;1996
MARIANO MORENO;1983
ANTONIO MANZONI;1105
PJE S N;1078
ITALIA;1193
MINERALES;2454
RAMON SANTOS;2265
BELL GRAHAM;1019
ARIAS;479
SAN JULIAN;592
PJE S N;1416
17 DE OCTUBRE;2149
ANTONIO RIVERO;482
BELLA VISTA;1212
CABO BUEN TIEMPO;972
CABO BUEN TIEMPO;1955
BAHIA AGUIRRE;785
CACIQUE POCON;156
BERNARDINO RIVADAVIA;2744
FASIOLI;738
FITZ ROY;662
2 DE ABRIL;1357
ANGEL CARNOTA;820
COLONOS;1046
ANTONIO RIVERO;1366
ANTONIO ALVAREZ JONTE;1758
ALFEREZ A SANCHEZ;2076
CABO BUEN TIEMPO;2513
MAGALLANES;1295
A C MURIEGA V DE BRUNETTI;1632
PJE S N;351
BRASIL;666
BUENOS AIRES;2927
CMTE LUIS PIEDRABUENA;512
ALEJANDRO SOLAR;1495
PORTUGAL;837
BAHIA BUEN SUCESO;1992
CACIQUE IBANEZ RUFINO;2261
1 DE MAYO;2206
BUENOS AIRES;1521
IGR BRIANO;2165
ANTONIO RIVERO;50
A SUREDA;1527
PJE DUJON;2118
9 DE JULIO;1126
BRASIL;1134
ANTONIO BALADO;1465
ALBERTO ENCINAS;510
DR FERNANDEZ;2343
A SUREDA;795
GRL SAN MARTIN;1341
SARMIENTO;2934
DR RENE FAVALORO;1693
CACIQUE IBANEZ RUFINO;1781
AVELLANEDA;1943
LAS HERAS;394
ALBERTO ENCINAS;1026
GDOR PARADELO;2727
ANTONIO RIVERO;1644
A FADUL LAVAQUE;1127
ALBERT SABIN;68
PROVINCIAS UNIDAS;2823
EL CALAFATE;1505
FORTIN SAN CARLOS;2374
CACIQUE CAPIPE;2003
PJE DUJON;621
CHALTEN;289
MANUEL ESTRADA;1922
ARSENIO TUR;707
ALBERTO GINASTERA;268
CMTE LUIS PIEDRABUENA;442
BELL GRAHAM;1418
CRUZ DEL SUR;582
PJE DUJON;840
PORTUGAL;2212
BATALLA DE PUERTO ARGENTINO;351
RECONQUISTA;641
PJE LORENZO WINTER;661
13 DE JULIO;2483
SARMIENTO;1457
BELLA VISTA;1520
AMERICA;224
MAIPU;2533
MALVINAS;1347
LAGO ARGENTINO;476
A GARDINER;1203
CABO PRIM VICTOR GUERRERO;767
ALMAFUERTE;1020
RIVADAVIA;1315
PJE LORENZO WINTER;2745
EUFRASIA ARIAS;639
GDOR GREGORES;2642
MARIANO MORENO;1002
MONS ALEMAN;1261
ARSENIO TUR;854
RIO GALLEGOS;2333
ALFONSINA STORNI;1054
CABO PRIM VICTOR GUERRERO;2596
A RODRIGUEZ;1077
PJE S N;2192
ANGELA BRUNETTI;499
CABO BUEN TIEMPO;2337
PUEYRREDON;760
TELLIER;1326
LOS ANTIGUOS;2487
ALEJANDRO SOLAR;1576
BAHIA BUEN SUCESO;669
ALBERTO GRILLO;2009
JULIO ARGENTINO ROCA;1269
AFRICA;2497
MARIANO MORENO;225
DR FIORILLO;1080
A SUREDA;1284
ANTONIO ALVAREZ JONTE;2524
CACIQUE CAPIPE;740
DR AMERICO TOSELLO;553
RUTA NAC N 281;1414
ADOLFO IGLESIAS;1357
LOS ANTIGUOS;1719
RUTA NAC N 281;588
PJE VIRICAT;2504
ALEJANDRO SOLAR;1867
TTE ESTEVEZ;997
BAHIA AGUIRRE;2989
FARO PINGUINO;64
PJE S N;2720
AV ASTURIAS;1182
COLONOS;879
ALVEAR;1845
CACHO VASQUEZ;1783
17 DE OCTUBRE;1910
A GARDINER;2717
RIO GALLEGOS;1646
RIVADAVIA;776
RIVADAVIA;1771
PROVINCIAS UNIDAS;2320
ITALIA;1144
AFRICA;2373
20 DE JUNIO;292
19 DE DICIEMBRE;1960
CABILDO;994
GRL SAN MARTIN;52
DON BOSCO;2965
ANGELA BRUNETTI;2530
ACONCAGUA;506
19 DE DICIEMBRE;1746
PJE JENKINS;731
CERRO BLANCO;2198
ANTONIO ALVAREZ JONTE;2176
PJE S N;15
BUENOS AIRES;2756
RECONQUISTA;16
A FADUL LAVAQUE;700
FITZ ROY;1287
MARTIN FIERRO;1125
ANTARTIDA ARGENTINA;2115
CABO BUEN TIEMPO;303
ITALIA;228
PERITO MORENO;1955
DR AMERICO TOSELLO;541
ROSA DE WILSON;2185
PUEYRREDON;2716
ESPANA;2142
A SUREDA;1516
FACON GRANDE;2783
YUGOSLAVIA;2714
PICO TRUNCADO;104
PERITO MORENO;2173
ANGELA BRUNETTI;478
ANGEL VICENTE PENALOZA;868
ANGEL CARNOTA;2583
A SUREDA;2491
ANTONIO SOTO;1623
CABO BUEN TIEMPO;3000
AGUSTIN BORGHIALE;2200
AYOHUMA;513
A C MURIEGA V DE BRUNETTI;1273
ANGEL BANCIELLA;2287
ATAHUALPA YUPANQUI;600
MALVINAS;2228
CACIQUE CASIMIRO BIGUA;1592
SANTA CRUZ;1803
ANGEL CARNOTA;230
PERITO MORENO;1485
JARAMILLO;2255
A RODRIGUEZ;550
GRL SAN MARTIN;1519
ESPANA;481
A BUSTAMANTE;762
ANGEL VICENTE PENALOZA;800
EL CALAFATE;1698
CRUCERO GRL BELGRANO;2368
IGR BRIANO;1669
PJE S N;2162
BENITO TRESGUERRES;2349
ANGEL BANCIELLA;2721
GRL SAN MARTIN;1409
FACON GRANDE;167
RIO COLORADO;1951
PORTUGAL;2589
RIO TURBIO;2841
COLONOS;948
DR FIORILLO;546
RUTA NAC N 281;1040
MAIPU;138
ANTONIO SOTO;661
GDOR GREGORES;552
ALBERT EINSTEIN;2287
A RODRIGUEZ;2018
ADOLFO IGLESIAS;2434
PJE LORENZO WINTER;2876
LAGO ARGENTINO;2427
FARO PINGUINO;1545
CORMORANES;2531
MALVINAS;49
A SUREDA;1036
PJE VIRICAT;1110
TONINA;337
AMERICA;964
ALBERTO ENCINAS;494
ANTARTIDA ARGENTINA;1851
BARTOLOME PEREZ;12
SGT CABRAL;2212
CMTE LUIS PIEDRABUENA;2690
RIO TURBIO;10
AMERICA;2788
EUFRASIA ARIAS;1318
BENITO PEREZ GALDOS;1923
PERITO MORENO;843
19 DE DICIEMBRE;2608
AFRICA;2906
DON BOSCO;1127
2 DE ABRIL;1764
SAN JULIAN;29
CALLE S N;1540
20 DE JUNIO;1582
PJE S N;1946
TTE ESTEVEZ;497
MONS ALEMAN;951
ANGEL CARNOTA;2133
SGT CABRAL;1620
ALFRED NOBEL;2703
PAMPA ALTA;1821
SANTA CRUZ;1607
ARIAS;566
SARMIENTO;2897
FORTIN SAN CARLOS;272
RIO TURBIO;402
FARO PINGUINO;1845
MANUEL ESTRADA;988
A SUREDA;2445
ANTONIO ALVAREZ JONTE;179
BELLA VISTA;417
1 DE MAYO;1830
EUFRASIA ARIAS;139
ALBERTO JUAN BARK;2703
ALEJANDRO A BONINI;99
COLONOS;364
PJE VIRICAT;828
ALFEREZ A SANCHEZ;1291
DR FIORILLO;1002
PJE NOYA;2028
ARSENIO TUR;1620
A BUSTAMANTE;1282
PJE JENKINS;1643
VAPOR LOIRE;2024
LOS ANTIGUOS;1230
A C MURIEGA V DE BRUNETTI;1566
PJE S N;754
ALFONSINA STORNI;1418
ALBERTO GINASTERA;248
ANTONIO BERNI;1993
MONS ALEMAN;1227
DR RENE FAVALORO;1816
ALMTE BROWN;394
ALEJANDRO SOLAR;382
ALBERTO GRILLO;274
CMTE LUIS PIEDRABUENA;2495
ADOLFO IGLESIAS;2961
BARTOLOME PEREZ;537
PJE AMELUNG;586
GRL SAN MARTIN;1893
PJE S N;723
JARAMILLO;95
ACONCAGUA;1415
IGARZABAL;2942
DESEADO;2262
VAPOR LOIRE;2275
AGUSTIN BORGHIALE;130
ADOLFO IGLESIAS;2569
A SUREDA;249
PJE S N;598
PATAGONIA;1194
ALBERTO WILLIAMS;1089
ANTONIO BALADO;1588
LOS FERROVIARIOS;2238
GDOR RAMON LISTA;2803
FORTIN SAN CARLOS;2889
BARTOLOME MITRE;2337
BATALLA DE PUERTO ARGENTINO;1247
KOLEL KAIKE;2341
ANTONIO BERUTTI;227
IGR BRIANO;2552
PJE S N;2163
25 DE MAYO;2228
ANTARTIDA ARGENTINA;2529
CABO PRIM VICTOR GUERRERO;2882
FASIOLI;1663
ADOLFO IGLESIAS;1774
MANUEL ESTRADA;1719
CABO BUEN TIEMPO;2105
MANUEL ESTRADA;1250
ORKEKE;76
GDOR GREGORES;939
LOS ANTIGUOS;2930
VENEZUELA;1980
FARO PINGUINO;2957
ANTARTIDA ARGENTINA;2433
ANGEL BANCIELLA;1756
ARISTIZABAL;1885
JULIA DE LOPEZ;2072
MAIPU;1219
YUGOSLAVIA;695
ARISTIZABAL;1785
DR AMERICO TOSELLO;1340
ARTURO W FENTON;1571
A SUREDA;681
BELL GRAHAM;998
MALVINAS;2675
VENEZUELA;1735
LAS HERAS;2401
ARTURO H ILLIA;1887
PICO TRUNCADO;2857
BAHIA LAURA;279
AMADO NERVO;758
GDOR RAMON LISTA;1365
BAHIA AGUIRRE;726
BENITO QUINQUELA MARTIN;573
MALVINAS;2512
PJE JENKINS;1456
MALVINAS;2333
BELL GRAHAM;1615
LAS HERAS;2344
EL CALAFATE;1801
MANUEL ESTRADA;2242
FORTIN SAN CARLOS;2320
FARO PINGUINO;519
2 DE ABRIL;915
PERITO MORENO;83
CACIQUE POCON;539
BRASIL;759
RIVADAVIA;2894
BONIFACIO CAMPOS;847
CACIQUE YATEL;915
PJE LORENZO WINTER;1584
DR FIORILLO;2888
DR FIORILLO;1815
DESEADO;1215
2 DE ABRIL;2747
PJE NOYA;2096
PJE DUJON;830
BAHIA LAURA;2428
DR ANGEL OYOLI;405
ANTARTIDA ARGENTINA;610
PORTUGAL;2567
DR FIORILLO;1754
ALBERT SABIN;1001
ROSA DE WILSON;199
EUFRASIA ARIAS;2759
PEATONAL;695
VAPOR LOIRE;1341
ANTONIO MANZONI;797
PJE DUJON;2106
VAPOR LOIRE;654
BENIGNO LAGO;42
AFRICA;1058
PJE NOYA;326
ALBERTO ENCINAS;2547
ANTONIO SOTO;1912
ANGEL CARNOTA;1862
AYOHUMA;1630
CALLE S N;1713
LAGO ARGENTINO;7
RVDO PADRE JOSE KOLTUN;906
RIO GALLEGOS;1529
A FADUL LAVAQUE;185
PJE AMELUNG;2757
PUERTO ARGENTINO;2198
GRL SAN MARTIN;1808
TONINA;618
BENITO QUINQUELA MARTIN;2023
DR ANGEL OYOLI;1033
ANTONIO RIVERO;2005
BATALLA DE PUERTO ARGENTINO;1527
ADOLFO IGLESIAS;2416
BUENOS AIRES;571
RIVADAVIA;1398
GDOR PARADELO;1614
CABO BUEN TIEMPO;2885
CACHO VASQUEZ;1191
BAHIA LAURA;901
PJE S N;2635
CACIQUE POCON;999
PREFECTURA NAVAL ARGENTINA;1019
GDOR PARADELO;1394
A RODRIGUEZ;2450
ABUELA PAREDES;2165
TEHUELCHE;2652
PJE S N;569
CHALTEN;424
PJE LORENZO WINTER;2688
A SUREDA;1834
DR ANGEL OYOLI;99
25 DE MAYO;975
IGR BRIANO;392
ALEJANDRO A BONINI;1814
PJE S N;955
CACIQUE YATEL;854
A GARDINER;180
PUERTO ARGENTINO;2582
ITALIA;265
PJE S N;1815
PJE VIRICAT;2815
BAHIA AGUIRRE;1836
DESEADO;1428
IGARZABAL;1565
YUGOSLAVIA;2567
BAHIA BUEN SUCESO;2208
SGT CABRAL;2308
LOS ANTIGUOS;1237
MARTIN FIERRO;2615
ALVEAR;1818
A GARDINER;1475
PANAMA;1892
TONINA;2615
BUENOS AIRES;2039
ROSA DE WILSON;1033
PJE AMELUNG;345
RAMON SANTOS;348
CHALTEN;1256
CHALTEN;1260
AMEGHINO;1466
ANTONIO BERUTTI;1222
PUERTO ARGENTINO;2875
LEZCANO MAESTRO;2853
ALBERT EINSTEIN;2745
VAPOR LOIRE;737
A GARDINER;86
ANGEL VICENTE PENALOZA;2092
DR RENE FAVALORO;1482
CHALTEN;1064
ANTONIO MANZONI;1719
ALFONSO BRIGANDO;1912
CABO PRIM VICTOR GUERRERO;901
MANUEL ESTRADA;1949
AYOHUMA;557
JOSE BACH;429
ANGEL VICENTE PENALOZA;2173
BERNARDINO RIVADAVIA;1490
ALVEAR;91
SARMIENTO;1598
AGUSTIN BORGHIALE;2196
ANTONIO BALADO;2062
PANAMA;2170
ALBERDI;1562
ANTONIO BALADO;66
ANTONIO SOTO;47
AYOHUMA;965
AMERICA;705
PJE S N;2297
A RODRIGUEZ;863
A C MURIEGA V DE BRUNETTI;2719
CACIQUE POCON;309
1 DE MAYO;2193
VENEZUELA;205
BAHIA BUEN SUCESO;215
PJE AMELUNG;1109
BENITO PEREZ GALDOS;520
ALBERTO ENCINAS;603
ALFONSO BRIGANDO;734
BAHIA BUEN SUCESO;1690
ANTONIO ALVAREZ JONTE;2167
PUEYRREDON;1757
AVELLANEDA;2824
GRL SAN MARTIN;1863
BARTOLOME MITRE;213
PUERTO ARGENTINO;1169
BENIGNO LAGO;92
A FADUL LAVAQUE;1303
PUERTO ARGENTINO;800
RIVADAVIA;54
19 DE DICIEMBRE;1458
A SUREDA;1338
25 DE MAYO;2053
BARTOLOME MITRE;731
MAGALLANES;328
PORTUGAL;2433
ORKEKE;1673
BARTOLOME MITRE;1217
PATAGONIA;2448
BRASIL;494
GDOR GREGORES;1638
AGUSTIN BORGHIALE;136
AGUSTIN BORGHIALE;1865
DON BOSCO;1424
ANTONIO MANZONI;2127
ORKEKE;1921
MALVINAS;2782
PJE S N;2972
GDOR GREGORES;2298
PJE DUJON;2045
ALBERT EINSTEIN;1462
ANGEL CARNOTA;2543
ORKEKE;1832
JULIO ARGENTINO ROCA;1020
VAPOR LOIRE;2310
ALMTE BROWN;2983
TEHUELCHE;2658
ANTONIO SOTO;2379
ALBERT EINSTEIN;1922
RIO GALLEGOS;2455
19 DE DICIEMBRE;1996
TRES LAGOS;2042
RIO TURBIO;1696
DR ANGEL OYOLI;2710
AMADO NERVO;2000
EUFRASIA ARIAS;2454
ANGEL VICENTE PENALOZA;2012
CALLE S N;371
LAGO ARGENTINO;2681
PASEO DE LOS NAVEGANTES;2203
ALVEAR;1410
ANTONIO MANZONI;785
ANTONIO ALVAREZ JONTE;1815
BELLA VISTA;156
LAS HERAS;1330
ARTURO W FENTON;2232
SANTA CRUZ;91
9 DE JULIO;2571
ORKEKE;2776
BUENOS AIRES;525
17 DE OCTUBRE;1295
FARO PINGUINO;2004
RAMON SANTOS;2739
ARISTIZABAL;1624
17 DE OCTUBRE;632
BAHIA LAURA;1789
ARTURO W FENTON;2538
9 DE JULIO;2911
ADOLFO IGLESIAS;2359
ITALIA;1783
BENITO TRESGUERRES;2859
LAGO DEL DESIERTO;1740
BAHIA BUEN SUCESO;1392
MANUEL ESTRADA;982
GDOR PARADELO;2050
TELLIER;2214
ITALIA;524
EUFRASIA ARIAS;255
ALCORTA;660
ANTONIO MANZONI;2441
JULIA DE LOPEZ;2676
FACON GRANDE;240
ARISTIZABAL;1041
PJE S N;1160
ALFRED NOBEL;2275
ORKEKE;2387
BENIGNO LAGO;2851
JULIA DE LOPEZ;286
A FADUL LAVAQUE;2054
GRL SAN MARTIN;2340
AYOHUMA;2366
RIO GALLEGOS;788
AFRICA;365
CACIQUE CAPIPE;2665
ALVEAR;2013
LAGO ARGENTINO;1127
LAGO ARGENTINO;2832
PJE COCCOZ;1636
FACON GRANDE;1971
DR RENE FAVALORO;2255
SARMIENTO;200
ARIAS;945
SAENZ PENA;1583
ALBERTO WILLIAMS;459
AV ASTURIAS;554
EUFRASIA ARIAS;1787
ESPANA;2051
PJE LORENZO WINTER;2521
TRES LAGOS;727
BERNARDINO RIVADAVIA;1885
ALBERTO GRILLO;572
ATAHUALPA YUPANQUI;54
17 DE OCTUBRE;2212
CACIQUE YATEL;178
ROSA DE WILSON;1422
PJE LORENZO WINTER;223
ARTURO W FENTON;913
PJE DUJON;2563
PJE LORENZO WINTER;762
SAENZ PENA;2532
PESCADORES;2332
ANTONIO BERUTTI;600
ALBERTO ENCINAS;74
A GARDINER;1018
AYOHUMA;1088
BARTOLOME MITRE;2625
ALEJANDRO SOLAR;237
ANTONIO RIVERO;1619
JARAMILLO;464
AYOHUMA;1476
CRUZ DEL SUR;438
RECONQUISTA;920
RIO COLORADO;2890
ALEJANDRO SOLAR;574
ANGEL BANCIELLA;792
GDOR PARADELO;251
SANTA CRUZ;754
ANTONIO MANZONI;2090
SAENZ PENA;1392
ARISTIZABAL;2955
PUEYRREDON;986
MONS ALEMAN;208
CACHO VASQUEZ;1491
LOS ANTIGUOS;1457
BERNARDINO RIVADAVIA;983
MAIPU;2945
BENITO TRESGUERRES;1072
GDOR GREGORES;2893
DON BOSCO;2614
ARIAS;1939
13 DE JULIO;2474
PJE S N;1926
SAENZ PENA;2247
DESEADO;911
ALBERDI;2750
ARIAS;1183
TEHUELCHE;1507
ALFRED NOBEL;908
ANGELA BRUNETTI;2179
JARAMILLO;2488
A C MURIEGA V DE BRUNETTI;761
ANTONIO ALVAREZ JONTE;2137
CMTE LUIS PIEDRABUENA;514
BRASIL;479
LAGO DEL DESIERTO;1604
AMERICA;2068
RIVADAVIA;1955
SAENZ PENA;845
CRISTOBAL COLON;1456
PJE JENKINS;2861
JARAMILLO;1449
A GARDINER;1181
ANTONIO BALADO;2512
PICO TRUNCADO;2496
ANTONIO RIVERO;906
BATALLA DE PUERTO ARGENTINO;191
JARAMILLO;489
AMEGHINO;806
FASIOLI;1606
GDOR RAMON LISTA;875
ORKEKE;1551
ALEJANDRO A BONINI;560
A BUSTAMANTE;2360
PJE S N;1061
TEHUELCHE;637
GDOR GREGORES;1635
VAPOR LOIRE;1602
MALVINAS;2906
MAGALLANES;2913
A GARDINER;2747
ALBERT SABIN;187
SGT CABRAL;1392
RIO COLORADO;1564
ESPANA;472
ALEJANDRO A BONINI;1754
SARMIENTO;613
ALMTE BROWN;826
MAGALLANES;2649
PUEYRREDON;1666
ANTONIO BERNI;472
PJE DUJON;1421
25 DE MAYO;1897
ALBERT EINSTEIN;1356
CACHO VASQUEZ;823
MAGALLANES;485
FORTIN SAN CARLOS;2630
TRES LAGOS;1206
19 DE DICIEMBRE;1148
BAHIA BUEN SUCESO;1316
TONINA;402
ALFONSINA STORNI;2150
PJE NOYA;2710
A SUREDA;2893
GRL SAN MARTIN;1010
AGUSTIN BORGHIALE;357
GRL SAN MARTIN;2817
SGT CABRAL;2190
ARTURO H ILLIA;2606
PJE VIRICAT;1335
25 DE MAYO;2907
LOS FERROVIARIOS;1645
ANTONIO BERNI;341
BELL GRAHAM;2187
ANTARTIDA ARGENTINA;60
MAIPU;2038
ADOLFO BAQUIANO PAREJAS;1139
ANGELA BRUNETTI;1795
CRUCERO GRL BELGRANO;2557
BERNARDINO RIVADAVIA;2623
MAGALLANES;2453
DESEADO;2600
PJE S N;1278
BELL GRAHAM;2786
DON BOSCO;1841
ANTONIO ALVAREZ JONTE;602
AMEGHINO;1231
RIO TURBIO;50
ALEJANDRO SOLAR;867
PERITO MORENO;2228
JOSE BACH;2268
PJE S N;1390
BENIGNO LAGO;614
ADOLFO BAQUIANO PAREJAS;374
IGARZABAL;2654
GDOR PARADELO;2954
LAGO DEL DESIERTO;446
RIO TURBIO;2803
20 DE JUNIO;1228
ANTONIO MANZONI;2592
EUFRASIA ARIAS;454
ALVEAR;2324
PICO TRUNCADO;1032
CABO PRIM VICTOR GUERRERO;1272
TONINA;1147
LOS ANTIGUOS;548
MARIANO MORENO;420
SANTA CRUZ;1471
ALMAFUERTE;34
CACIQUE YATEL;1539
PJE RVDO PDRE TARCISIO FANTIN;2944
BENITO PEREZ GALDOS;1647
BUENOS AIRES;2529
BONIFACIO CAMPOS;1771
CACIQUE POCON;939
CRUZ DEL SUR;1020
TONINA;2551
DR FERNANDEZ;2453
BENITO PEREZ GALDOS;1534
KOLEL KAIKE;667
ANTONIO MACHADO;121
ALBERTO WILLIAMS;1705
CRUCERO GRL BELGRANO;1770
CACIQUE YATEL;2543
RUTA NAC N 281;1792
DR FERNANDEZ;669
ALFONSO BRIGANDO;1604
ANTONIO BERUTTI;1575
DR FERNANDEZ;2177
LOS ANTIGUOS;2846
CHALTEN;343
ACONCAGUA;1753
ARSENIO TUR;1627
BENITO TRESGUERRES;620
PJE COCCOZ;2608
SAENZ PENA;943
ESPANA;1534
IGR BRIANO;1308
ROSA DE WILSON;28
ADOLFO BAQUIANO PAREJAS;1121
EUFRASIA ARIAS;2478
17 DE OCTUBRE;852
PREFECTURA NAVAL ARGENTINA;2794
1 DE MAYO;2435
ALBERT SABIN;1159
SAENZ PENA;611
ALFONSO BRIGANDO;2950
ANTONIO BERNI;1989
DON BOSCO;1753
17 DE OCTUBRE;783
GRL SAN MARTIN;2536
JOSE BACH;94
RECONQUISTA;2248
ADOLFO IGLESIAS;1204
BONIFACIO CAMPOS;641
FORTIN SAN CARLOS;2410
ANTONIO BERUTTI;429
IGARZABAL;2841
AVELLANEDA;559
PJE JENKINS;1339
A SUREDA;2268
PEATONAL;509
A BUSTAMANTE;393
ATAHUALPA YUPANQUI;853
CALLE S N;2899
PJE COCCOZ;2935
JARAMILLO;2467
GDOR GREGORES;2541
ROSA DE WILSON;1230
DON BOSCO;2559
RECONQUISTA;1879
CACIQUE IBANEZ RUFINO;1772
BENIGNO LAGO;2168
A BUSTAMANTE;1848
MARIANO MORENO;17
MANUEL ESTRADA;818
PJE S N;1442
PJE S N;197
CACIQUE POCON;2237
ALFONSINA STORNI;349
PJE NOYA;0
20 DE JUNIO;2235
DR FIORILLO;2527
FARO PINGUINO;2542
BERNARDINO RIVADAVIA;2335
DR FIORILLO;2938
RAMON SANTOS;464
ALBERTO ENCINAS;1443
EUFRASIA ARIAS;1260
A RODRIGUEZ;854
DR ANGEL OYOLI;741
TONINA;2417
ANGELA BRUNETTI;1958
LAGO ARGENTINO;1008
CABILDO;1469
PORTUGAL;1885
VENEZUELA;2885
A C MURIEGA V DE BRUNETTI;1878
RAMON SANTOS;1583
ANGEL VICENTE PENALOZA;13
BELL GRAHAM;259
CACIQUE YATEL;778
ARIAS;1024
FARO PINGUINO;2250
RECONQUISTA;1310
ALBERDI;2854
PJE S N;2604
PJE S N;707
PJE JENKINS;343
13 DE JULIO;412
PUEYRREDON;1393
PUEYRREDON;527
CACIQUE CAPIPE;901
FORTIN SAN CARLOS;2084
AFRICA;477
IGR PORTELA;2099
CHALTEN;553
CACHO VASQUEZ;1136
AVELLANEDA;2980
A SUREDA;1916
ALFONSO BRIGANDO;1208
YUGOSLAVIA;2043
CACIQUE YATEL;132
PJE LORENZO WINTER;530
1 DE MAYO;1039
FORTIN SAN CARLOS;1689
17 DE OCTUBRE;2363
COMODORO PY;1572
CACIQUE POCON;2447
SGT CABRAL;85
CACIQUE IBANEZ RUFINO;1443
ANGEL VICENTE PENALOZA;756
DON BOSCO;2756
DON BOSCO;1858
PJE VIRICAT;1158
RECONQUISTA;2846
LEZCANO MAESTRO;2731
DR ANGEL OYOLI;2960
GDOR RAMON LISTA;2492
PJE VIRICAT;2125
ALFRED NOBEL;1148
ABUELA PAREDES;979
BUENOS AIRES;148
A SUREDA;1241
FARO PINGUINO;1272
ALFONSINA STORNI;2382
A SUREDA;1534
CACHO VASQUEZ;193
BAHIA BUEN SUCESO;2996
RVDO PADRE JOSE KOLTUN;906
SANTA CRUZ;1797
CHALTEN;875
CACIQUE POCON;1881
TTE ESTEVEZ;267
CACIQUE CAPIPE;465
ALMTE BROWN;286
LOS ANTIGUOS;1955
ALFONSO BRIGANDO;1563
GDOR RAMON LISTA;1607
DESEADO;7
DR RENE FAVALORO;729
MONS ALEMAN;411
19 DE DICIEMBRE;1980
TTE ESTEVEZ;808
AMEGHINO;2405
AV PRES NESTOR C KIRCHNER;2438
ALBERTO ENCINAS;1069
GRL SAN MARTIN;2490
ALFONSINA STORNI;2406
LOS FERROVIARIOS;1269
MALVINAS;61
ANGEL BANCIELLA;1737
PUEYRREDON;913
AGUSTIN BORGHIALE;2464
CALLE S N;1840
SANTA CRUZ;2456
A SUREDA;2998
20 DE JUNIO;2780
BATALLA DE PUERTO ARGENTINO;1811
PJE DUJON;2608
CACIQUE IBANEZ RUFINO;2499
CACIQUE POCON;636
ALCORTA;141
CABILDO;2401
SAN JULIAN;121
BENITO PEREZ GALDOS;1337
VENEZUELA;1208
FASIOLI;2397
MAIPU;363
RVDO PADRE JOSE KOLTUN;779
25 DE MAYO;1190
MARTIN FIERRO;24
PESCADORES;1401
SANTA CRUZ;1600
LAS HERAS;2939
CACIQUE POCON;2773
MONS ALEMAN;2396
ALBERT SABIN;1671
EL CALAFATE;494
GRL SAN MARTIN;1988
RUTA NAC N 281;2579
SANTA CRUZ;1939
KOLEL KAIKE;2487
PJE RVDO PDRE TARCISIO FANTIN;1644
ROSA DE WILSON;1703
ANTONIO ALVAREZ JONTE;1560
ALFRED NOBEL;2523
CABO BUEN TIEMPO;2150
PJE VIRICAT;2765
CACIQUE CASIMIRO BIGUA;1710
CABO PRIM VICTOR GUERRERO;2485
